VD,PARTICIPANTE,SEXO.GENERO,IDADE,FAIXA.ETARIA,ESCOLARIDADE,REGIAO,INDICE.SOCIO,ORIGEM.PAIS,CONT.FON.PREC,CONT.FON.SEG,TONICIDADE,POSICAO.R,CLASSE.MORFOLOGICA,FREQUENCIA,ESTILO,ITEM.LEXICAL,cont.precedente,ocorrencia,cont.seguinte
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,atona,medial,substantivo,2.09,conversacao,irmã, minha mãe como minha , irmã <T> , minha mãe tinha oito 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,atona,medial,substantivo,0.42,conversacao,irmãos, <T> ... e dois , irmãos <T> , então consequentemente eu tinha 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,atona,medial,substantivo,0.13,conversacao,irmãs, minha mãe tinha oito , irmãs <T> , ... e dois irmãos 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,m,atona,medial,verbo,0.04,conversacao,terminou, quinze aí eh ele , terminou <R> , aqui o o f/ 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,m,atona,medial,verbo,0.04,conversacao,terminou, Educação Física aham já , terminou <T> , a faculdade lá também 
tepe,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,u,n,atona,medial,adjetivo,0.02,conversacao,enfurnada, porque <T> elas ficam , enfurnada <T> , dentro de casa casa 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,p,tonica,final,substantivo,0.42,conversacao,mulher, tem mulher a minha , mulher <T> , por exemplo [barulho de 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,t,tonica,medial,adjetivo,0.12,conversacao,certa, fazer evidentemente até uma , certa <T> , idade você tem que 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,t,tonica,medial,adjetivo,0.72,conversacao,certo, <A> depois de um , certo <T> , uma certa <T> idade 
tepe,IaraM,feminino,65,3a,superior,periferica,2.8,estrangeira,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, porque <T> o cavalo , enorme <T> , medo uhum os ca/ 
retroflexo,PedroS,masculino,36,2a,superior,periferica,3.2,interior,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, ah sei uns vaso , enorme <R> , grandão assim de cimento? 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,ts,atona,medial,adjetivo,0.52,conversacao,particular, por uma eh questão , particular <T> , eu eu me separei 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,m,tonica,medial,substantivo,0.08,conversacao,Guilherme, aqui na na Vila , Guilherme <T> , que eu que eu 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, que eu gosto e , porque <T> , é muito sacrificante você 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,p,tonica,final,morf.inf,0.15,conversacao,vir, <A> do Morumbi pra , vir <R> , pra cá trabalhar... <A> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,t,atona,medial,substantivo,0.44,conversacao,apartamento, ahn como o os , apartamento <T> , / a Zona Norte 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,m,atona,medial,substantivo,0.01,conversacao,dormitórios, <T> de de quatro , dormitórios <T> , ou e os que 
tepe,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, saía... tinha umas praças , enorme <T> , muita praça... uma delícia 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,d,tonica,medial,substantivo,0.2,conversacao,absurdo, <T> estão valendo um , absurdo <T> , então como eu estou 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,0,ts,tonica,medial,substantivo,0.59,conversacao,Norte, e os da Zona , Norte <T> , estão valendo um absurdo 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,ts,atona,medial,adjetivo,0.14,conversacao,pertinho, de onde você mora? , pertinho <T> , (vou/) a pé... eu 
tepe,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, enorme <T> mas é , enorme <T> , eles vão pro shopping 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,k,atona,medial,substantivo,0.01,conversacao,arquiteto, gostaria de ser <A> , arquiteto <T> , [toque de telefone] [toque 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,m,atona,medial,substantivo,0.11,conversacao,formação, eu não não tinha , formação <T> , e não ah eh 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,s,tonica,medial,substantivo,0.48,conversacao,curso, ficar uhn fazer um , curso <T> , e e tentar outra 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,#,tonica,final,substantivo,0.05,conversacao,vendedor, aham entendi comecei como , vendedor... <T> , de de material de 
tepe,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,0,m,tonica,medial,adjetivo,0.22,conversacao,enorme, tem um shopping lá , enorme <T> , mas é enorme <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,#,tonica,final,substantivo,0.13,conversacao,valor, você faria? depende do , valor... <T> , ah é? é depende 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,m,tonica,medial,substantivo,0.08,conversacao,Guilherme, de aqui na Vila , Guilherme <T> , não em outro lugar 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,m,tonica,medial,substantivo,0.08,conversacao,Guilherme, <V> aqui na Vila , Guilherme <T> , ter um colégio uma 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,t,atona,medial,substantivo,0.54,conversacao,certeza, mais que isso com , certeza <T> , eu eu faria legal! 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,t,tonica,medial,adjetivo,2.6,conversacao,perto, morasse no Rio ali , perto <R> , da praia pra mim 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,0,ts,tonica,medial,substantivo,0.59,conversacao,Norte, ah aí América do , Norte <T> , fui pro Estados Unidos 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,t,tonica,medial,substantivo,0.82,conversacao,Porto, conheço... Santa Catarina conheço , Porto <R> , Alegre Belo Horizonte (mas) 
retroflexo,LucasS,masculino,25,1a,medio,central,2.4,interior,0,m,tonica,medial,adjetivo,0.04,conversacao,enormes, amigos assim aquelas praças , enormes <R> , e tal eu eu 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,n,tonica,final,substantivo,0.01,conversacao,humor, de riso sem... de , humor <T> , não gosto de uhn 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,n,tonica,final,substantivo,1.94,conversacao,lugar, aham não pra outro , lugar <T> , não mas não porque 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, <T> não mas não , porque <T> , eu não goste de 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,g,tonica,medial,adjetivo,0.7,palavras,amargo, não vamos lá alma , amargo <T> , animação argola <T> atitude 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,g,atona,medial,substantivo,0.79,palavras,argola, alma amargo <T> animação , argola <T> , atitude barqueiro <T> biscoito 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,k,atona,medial,substantivo,0.77,palavras,barqueiro, animação argola <T> atitude , barqueiro <T> , biscoito cacique carteiro <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,t,atona,medial,substantivo,0.69,palavras,carteiro, barqueiro <T> biscoito cacique , carteiro <T> , cerca <T> chácara circo 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,k,tonica,medial,substantivo,0.77,palavras,cerca, biscoito cacique carteiro <T> , cerca <T> , chácara circo <T> cisne 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,k,atona,medial,substantivo,0.75,palavras,circo, <T> cerca <T> chácara , circo <T> , cisne curto <T> defender... 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,t,tonica,medial,adjetivo,0.8,palavras,curto, chácara circo <T> cisne , curto <T> , defender... <T> discoteca elefante 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,#,tonica,final,morf.inf,0.63,palavras,defender, <T> cisne curto <T> , defender... <T> , discoteca elefante enchente entender... 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,#,tonica,final,morf.inf,0.54,palavras,entender, <T> discoteca elefante enchente , entender... <T> , entretenimento erguer... <T> <T> 
tepe,VeraD,feminino,77,3a,medio,periferica,2.9,estrangeira,0,m,tonica,medial,adjetivo,0.04,conversacao,enormes, um vidro aqueles vidros , enormes <T> , o motorista de táxi 
retroflexo,PedroS,masculino,36,2a,superior,periferica,3.2,interior,e,g,atona,medial,verbo,0.02,conversacao,enxergar, bairro né? começa a , enxergar <R> , <A> mais o bairro 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,tonica,medial,adjetivo,0.7,palavras,firme, <T> <T> fazenda felicidade , firme <T> , fornalha <T> furgão <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,n,atona,medial,substantivo,0.76,palavras,fornalha, fazenda felicidade firme <T> , fornalha <T> , furgão <T> fusquinha geladeira 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,g,atona,medial,substantivo,0.74,palavras,furgão, firme <T> fornalha <T> , furgão <T> , fusquinha geladeira gérmen <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,m,tonica,medial,substantivo,0.61,palavras,gérmen, furgão <T> fusquinha geladeira , gérmen <T> , de trigo gordo <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,d,tonica,medial,adjetivo,0.73,palavras,gordo, gérmen <T> de trigo , gordo <T> , gula Hércules <T> hilário 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,k,tonica,medial,substantivo,0.7,palavras,Hércules, trigo gordo <T> gula , Hércules <T> , hilário irmã <T> justiça 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,m,atona,medial,substantivo,2.09,palavras,irmã, gula Hércules <T> hilário , irmã <T> , justiça lento mortadela <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,t,atona,medial,substantivo,0.66,palavras,mortadela, irmã <T> justiça lento , mortadela <T> , Morba <T> Marba <T> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,g,atona,medial,verbo,2.17,palavras,erguer, <T> entre/ entrentedi/ entretenimento , erguer... <R> , <A> fazenda felicidade firme 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,b,tonica,medial,substantivo,0.72,palavras,Marba, mortadela <T> Morba <T> , Marba <T> , perdão mosca necessidade noite 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,0,k,tonica,medial,substantivo,0.68,palavras,orca, perdão mosca necessidade noite , orca <T> , ordem <R> e progresso 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,0,d,tonica,medial,substantivo,0.7,palavras,ordem, necessidade noite orca <T> , ordem <R> , e progresso orgânico <T> 
retroflexo,AnaS,feminino,32,1a,medio,periferica,2.2,mista,e,g,atona,medial,verbo,2.17,depoimento,erguer, fez?... nós tivemos que , erguer <R> , os móveis para limpar 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,0,g,tonica,medial,substantivo,0.68,palavras,órgão, e progresso orgânico <T> , órgão <T> , ostracismo penteado pertinen/ pertinen/ 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,t,atona,medial,substantivo,0.62,palavras,pertencimento, ostracismo penteado pertinen/ pertinen/ , pertencimento <T> , perto <T> porto <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,t,tonica,medial,adjetivo,2.6,palavras,perto, pertinen/ pertinen/ pertencimento <T> , perto <T> , porto <T> presente rapidez 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,t,tonica,medial,substantivo,0.82,palavras,porto, pertencimento <T> perto <T> , porto <T> , presente rapidez riqueza sabor 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,o,dz,tonica,final,substantivo,0.61,palavras,sabor, <T> presente rapidez riqueza , sabor <T> , de menta soberba <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,g,atona,medial,verbo,2.17,palavras,erguer, enchente entender... <T> entretenimento , erguer... <T> , <T> fazenda felicidade firme 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,k,tonica,medial,substantivo,0.72,palavras,turco, trabalho [toque de telefone] , turco <T> , urgente <T> utilidade vulto 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,u,j,atona,medial,adjetivo,1.25,palavras,urgente, de telefone] turco <T> , urgente <T> , utilidade vulto e zebra 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,d,tonica,medial,verbo,0.59,jornal,aguardam, em São Paulo e , aguardam <T> , encontro com prefeito moradores 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,dz,atona,medial,substantivo,0.83,jornal,Jardim, prefeito moradores do região , Jardim <R> , Pantanal protestam nesta segunda-feira 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,ts,atona,medial,verbo,0.59,jornal,participe, <V> José Serra também , participe <R> , da reunião na sexta 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,n,tonica,medial,substantivo,0.9,jornal,governo, não havia integrantes do , governo <R> , estadual no encontro realizado 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,p,tonica,final,morf.inf,0.78,jornal,ter, ano letivo temem não , ter <T> , para onde ir <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,i,#,tonica,final,morf.inf,0.69,jornal,ir, ter <T> para onde , ir <T> , obrigado agora esse daqui 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,#,tonica,final,morf.inf,0.54,depoimento,ver, de telefone] pra você , ver... <T> , molharam todos os armários 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,m,atona,medial,substantivo,0.63,depoimento,armários, <T> molharam todos os , armários <T> , a cama os colchões 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,t,tonica,final,morf.inf,0.66,depoimento,limpar, o os móveis para , limpar <T> , tudo a geladeira o 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,#,tonica,final,morf.inf,2.17,palavras,erguer, entender... <T> entretenimento erguer... , <T> <T> , fazenda felicidade firme <T> 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,s,tonica,final,morf.inf,0.46,depoimento,ajudar, irmã veio até me , ajudar <T> , sabe? [toque de telefone] 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,e,dz,tonica,final,morf.inf,0.57,depoimento,chover, aquela coisa assim quando , chover <T> , de novo vai molhar 
tepe,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,a,t,tonica,final,morf.inf,0.62,depoimento,molhar, <T> de novo vai , molhar <T> , tudo outra vez você 
retroflexo,AnselmoN,masculino,63,3a,superior,periferica,3.1,interior,3,dz,tonica,final,verbo,0.37,depoimento,quer, <V> que sempre alaga , quer <R> , dizer <V> é água 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,a,n,atona,medial,substantivo,0.09,conversacao,Carnaval, foi na semana do , Carnaval <T> , então eu estava numa 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,o,m,atona,medial,adjetivo,0.51,conversacao,normal, normal <T> até aí , normal <T> , fui andando normal <T> 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,o,t,atona,medial,substantivo,0.02,conversacao,porteiro, <T> de/ não tem , porteiro <T> , né porque <A> eu 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,e,g,atona,medial,verbo,2.17,palavras,erguer, palatalizado] entender [latidos] entretenimento , erguer <T> , <T> fazenda felicidade firme 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,e,f,tonica,final,morf.inf,2.17,palavras,erguer, entender [latidos] entretenimento erguer , <T> <T> , fazenda felicidade firme <T> 
retroflexo,EthelM,feminino,60,3a,superior,periferica,3.4,mista,e,g,atona,medial,verbo,2.17,palavras,erguer, enchente entender... <T> entretenimento , erguer... <R> , <R> fazenda felicidade firme 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,o,k,tonica,final,substantivo,0.13,conversacao,valor, que tinha de mais , valor <T> , que era o mais 
retroflexo,EthelM,feminino,60,3a,superior,periferica,3.4,mista,e,#,tonica,final,morf.inf,2.17,palavras,erguer, entender... <T> entretenimento erguer... , <R> <R> , fazenda felicidade firme <T> 
tepe,EthelM,feminino,60,3a,superior,periferica,3.4,mista,e,g,atona,medial,verbo,2.17,depoimento,erguer, fez? nós tivemos que , erguer <T> , os móveis para limpar 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,u,k,atona,medial,conj.prep,5.98,conversacao,porque, até você não sabe , porque <T> , na hora você está 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,e,d,atona,medial,substantivo,0.82,conversacao,verdade, se eu tivesse na , verdade <T> , visto porque <T> eu 
tepe,HugoF,masculino,83,3a,fundamental,central,2.5,mista,e,g,atona,medial,verbo,2.17,palavras,erguer, enchente entender... <T> entretenimento... , erguer <T> , <T> fazenda felicidade... firme 
tepe,HugoF,masculino,83,3a,fundamental,central,2.5,mista,e,f,tonica,final,morf.inf,2.17,palavras,erguer, entender... <T> entretenimento... erguer , <T> <T> , fazenda felicidade... firme <T> 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,o,d,tonica,medial,adjetivo,0.73,conversacao,gordo, esse cara estava mais , gordo <T> , assim estava mais velho 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,a,#,tonica,final,substantivo,0.05,conversacao,andar, eu moro no sétimo , andar... <T> , e [bom exemplo da 
tepe,HugoF,masculino,83,3a,fundamental,central,2.5,mista,e,g,atona,medial,verbo,2.17,depoimento,erguer, fez?... nós tivemos que , erguer <T> , <T> móveis para impor 
tepe,HugoF,masculino,83,3a,fundamental,central,2.5,mista,e,m,tonica,final,morf.inf,2.17,depoimento,erguer, nós tivemos que erguer , <T> <T> , móveis para impor <T> 
tepe,IaraM,feminino,65,3a,superior,periferica,2.8,estrangeira,e,g,atona,medial,verbo,2.17,palavras,erguer, entender enter/ enter/... entretenimento , erguer <T> , <T> fazenda felicidade firme 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,u,l,atona,medial,conj.prep,3.25,conversacao,por, patrulha de de polícia , por <T> , lá não é aquela 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,e,d,atona,medial,verbo,0.01,conversacao,perderem, aí então se eles , perderem <T> , até muito tempo fazendo 
tepe,CarolinaA,feminino,24,1a,medio,central,2.5,interior,a,dz,tonica,final,conj.prep,0.29,conversacao,apesar, <T> como a gente , apesar <T> , de estar <A> num 
tepe,IaraM,feminino,65,3a,superior,periferica,2.8,estrangeira,e,#,tonica,final,morf.inf,2.17,palavras,erguer, enter/ enter/... entretenimento erguer , <T> <T> , fazenda felicidade firme <T> 
